Date,Open,High,Low,Close,Adj Close,Volume
2019-09-18,230.369995,231.529999,229.009995,230.830002,220.398849,3341800
2019-09-19,231.149994,231.399994,227.949997,228.119995,217.811310,3134000
2019-09-20,227.990005,230.050003,224.229996,224.669998,214.517212,7687700
2019-09-23,224.160004,227.139999,223.949997,226.250000,216.025818,2754000
2019-09-24,228.139999,230.240005,224.779999,225.410004,215.223770,4511300
2019-09-25,226.589996,228.449997,224.500000,228.100006,217.792206,3716700
2019-09-26,229.679993,231.119995,229.000000,229.789993,219.405838,4200600
2019-09-27,231.610001,231.750000,229.130005,229.860001,219.472687,3152000
2019-09-30,230.190002,232.589996,230.119995,232.020004,221.535080,3249200
2019-10-01,233.009995,234.509995,230.720001,231.080002,220.637527,3335400
2019-10-02,230.600006,230.600006,224.339996,225.550003,215.357437,4336100
2019-10-03,225.000000,226.809998,222.119995,226.809998,216.560486,2777700
2019-10-04,227.169998,229.210007,227.020004,227.929993,217.629898,3163100
2019-10-07,227.509995,228.130005,226.050003,226.740005,216.493683,2917600
2019-10-08,225.360001,228.779999,225.100006,226.669998,216.426834,3438500
2019-10-09,228.500000,229.559998,226.610001,228.940002,218.594269,2657600
2019-10-10,229.339996,232.240005,229.080002,231.610001,221.143600,2781500
2019-10-11,234.320007,236.699997,233.759995,234.660004,224.055786,3459200
2019-10-14,234.220001,235.490005,234.059998,234.179993,223.597458,2183900
2019-10-15,234.690002,236.860001,234.600006,235.619995,224.972382,2663300
2019-10-16,235.419998,236.169998,233.839996,235.899994,225.239716,2388100
2019-10-17,236.360001,238.169998,235.509995,236.770004,226.070419,2250500
2019-10-18,236.990005,238.729996,235.639999,237.929993,227.177994,3662500
2019-10-21,238.259995,238.990005,235.610001,236.699997,226.003571,2041700
2019-10-22,237.300003,238.300003,236.520004,237.199997,226.480972,2003200
2019-10-23,236.660004,237.410004,234.360001,234.669998,224.065323,2110500
2019-10-24,234.809998,236.369995,233.070007,233.889999,223.320541,2173900
2019-10-25,233.490005,235.419998,232.550003,234.380005,223.788406,2210900
2019-10-28,234.949997,236.960007,234.559998,236.800003,226.099060,2705000
2019-10-29,236.839996,237.500000,233.919998,234.139999,223.559280,2558000
2019-10-30,233.509995,236.600006,232.880005,236.240005,225.564377,1956700
2019-10-31,236.860001,237.389999,233.220001,234.580002,223.979385,2824100
2019-11-01,236.070007,237.449997,235.059998,237.339996,226.614639,2197400
2019-11-04,238.270004,238.389999,233.880005,234.919998,224.304016,2542400
2019-11-05,234.740005,234.919998,230.270004,232.199997,221.706940,3624600
2019-11-06,232.830002,234.039993,231.889999,234.009995,223.435135,2631900
2019-11-07,234.000000,235.789993,231.759995,232.940002,222.413483,2832500
2019-11-08,232.800003,233.259995,231.630005,232.839996,222.317993,2088400
2019-11-11,230.500000,232.279999,230.179993,231.800003,221.325027,2309600
2019-11-12,232.149994,234.630005,232.000000,233.119995,222.585342,2991100
2019-11-13,232.089996,234.899994,230.850006,234.800003,224.189438,2399600
2019-11-14,235.000000,236.940002,234.039993,236.550003,225.860352,2282200
2019-11-15,237.690002,238.050003,236.360001,237.289993,226.566925,3524700
2019-11-18,238.440002,239.309998,236.759995,238.850006,228.056427,5747400
2019-11-19,230.600006,233.119995,225.399994,225.860001,215.653427,14972200
2019-11-20,224.550003,225.000000,220.570007,220.899994,210.917572,10225400
2019-11-21,221.940002,222.309998,218.500000,218.539993,208.664215,7823700
2019-11-22,218.500000,219.130005,217.809998,218.029999,208.177277,5786500
2019-11-25,218.000000,218.529999,216.880005,218.399994,208.530563,8865400
2019-11-26,218.759995,220.960007,218.389999,220.759995,210.783905,9981400
2019-11-27,221.679993,223.449997,220.660004,223.000000,212.922699,6687500
2019-11-29,223.300003,223.330002,220.289993,220.509995,210.545181,2952900
2019-12-02,220.899994,221.190002,217.460007,217.619995,207.785812,4416300
2019-12-03,216.449997,216.449997,212.929993,214.000000,204.329391,6505400
2019-12-04,213.500000,214.960007,213.190002,214.100006,205.732346,4256200
2019-12-05,214.360001,214.500000,211.770004,213.000000,204.675323,4580500
2019-12-06,214.210007,215.360001,213.899994,214.279999,205.905289,4193700
2019-12-09,214.289993,217.880005,214.179993,216.529999,208.067352,5111100
2019-12-10,216.520004,216.690002,215.100006,215.899994,207.461975,4663000
2019-12-11,211.029999,213.649994,210.610001,212.000000,203.714401,8284800
2019-12-12,212.500000,214.130005,210.729996,212.039993,203.752838,9915100
2019-12-13,212.119995,214.229996,210.669998,214.080002,205.713104,6869200
2019-12-16,214.429993,216.720001,214.300003,215.529999,207.106430,5850300
2019-12-17,216.020004,219.449997,215.869995,217.720001,209.210846,7574400
2019-12-18,218.210007,219.589996,217.639999,218.000000,209.479904,6677400
2019-12-19,218.479996,220.770004,218.279999,220.220001,211.613144,5405000
2019-12-20,220.589996,221.570007,219.800003,221.190002,212.545227,7778200
2019-12-23,222.000000,222.000000,219.139999,219.210007,210.642624,3943700
2019-12-24,219.500000,221.039993,219.220001,220.669998,212.045547,2260700
2019-12-26,220.740005,221.149994,219.589996,220.820007,212.189697,2649200
2019-12-27,221.199997,221.789993,219.779999,219.970001,211.372925,3082800
2019-12-30,220.369995,220.490005,216.550003,217.309998,208.816879,3952400
2019-12-31,217.100006,218.509995,216.440002,218.380005,209.845062,3789900
2020-01-02,219.080002,219.759995,217.839996,219.660004,211.075012,3935700
2020-01-03,217.139999,219.679993,216.750000,218.929993,210.373535,3423200
2020-01-06,216.490005,220.000000,216.399994,219.960007,211.363327,5682800
2020-01-07,219.500000,220.559998,216.899994,218.520004,209.979584,5685400
2020-01-08,218.800003,222.970001,218.669998,221.789993,213.121780,4916200
2020-01-09,222.639999,225.550003,221.850006,225.190002,216.388916,4843600
2020-01-10,224.750000,225.490005,223.029999,224.220001,215.456848,4226600
2020-01-13,224.500000,224.509995,222.679993,223.339996,214.611191,6060900
2020-01-14,222.479996,224.949997,222.309998,222.809998,214.101913,3915100
2020-01-15,222.279999,224.979996,222.130005,224.589996,215.812363,3444300
2020-01-16,225.929993,228.860001,225.399994,228.820007,219.877029,5390800
2020-01-17,229.610001,232.600006,228.910004,231.910004,222.846252,7979200
2020-01-21,231.529999,233.660004,231.059998,232.949997,223.845612,4873500
2020-01-22,233.789993,236.529999,232.880005,232.899994,223.797546,4030800
2020-01-23,232.130005,234.820007,230.639999,233.649994,224.518250,4617900
2020-01-24,234.460007,235.429993,230.559998,232.000000,222.932755,4467500
2020-01-27,228.199997,232.470001,228.199997,231.190002,222.154388,3595600
2020-01-28,231.820007,235.250000,231.350006,233.860001,224.720062,3621900
2020-01-29,234.899994,235.880005,233.399994,234.020004,224.873810,2564000
2020-01-30,232.000000,233.300003,231.570007,232.789993,223.691864,4685700
2020-01-31,232.960007,233.229996,227.889999,228.100006,219.185150,5304700
2020-02-03,230.300003,233.529999,229.350006,231.539993,222.490723,5100900
2020-02-04,234.029999,236.360001,234.029999,235.000000,225.815506,3505100
2020-02-05,237.100006,238.320007,235.860001,238.110001,228.803955,3868600
2020-02-06,238.000000,239.410004,237.479996,238.839996,229.505417,3930300
2020-02-07,238.839996,239.529999,236.520004,237.300003,228.025604,2456100
2020-02-10,236.600006,240.610001,236.179993,240.610001,231.206253,2568000
2020-02-11,240.610001,242.449997,240.199997,241.639999,232.195984,2692400
2020-02-12,242.130005,242.300003,238.839996,241.589996,232.147949,3592100
2020-02-13,240.970001,243.600006,240.399994,242.360001,232.887848,2468100
2020-02-14,243.440002,245.199997,242.630005,245.029999,235.453491,2841600
2020-02-18,244.839996,246.110001,243.160004,243.940002,234.406097,2892600
2020-02-19,244.910004,245.500000,243.009995,243.639999,234.117813,2713300
2020-02-20,243.690002,247.119995,242.149994,247.020004,237.365738,3701800
2020-02-21,246.500000,247.360001,244.000000,245.339996,235.751373,3881100
2020-02-24,238.479996,243.110001,237.699997,239.699997,230.331802,5350100
2020-02-25,246.100006,246.970001,236.479996,237.380005,228.102493,8061500
2020-02-26,239.100006,241.039993,234.320007,235.279999,226.084549,6963000
2020-02-27,231.070007,234.820007,224.570007,224.729996,215.946869,7612800
2020-02-28,218.630005,221.059998,212.330002,217.839996,209.326157,11809600
2020-03-02,219.979996,230.000000,218.490005,229.940002,220.953262,7150800
2020-03-03,230.029999,235.820007,225.570007,227.940002,219.031403,8432500
2020-03-04,233.009995,241.320007,231.800003,241.080002,231.657883,6770000
2020-03-05,236.600006,239.610001,233.149994,234.809998,225.632919,6473900
2020-03-06,227.570007,230.289993,222.250000,228.509995,219.579147,7399900
2020-03-09,213.869995,216.179993,207.250000,210.460007,202.234604,10120500
2020-03-10,217.210007,225.830002,211.000000,225.699997,216.878967,7206600
2020-03-11,217.300003,219.149994,210.500000,212.889999,205.938278,7253900
2020-03-12,195.410004,206.580002,184.839996,190.589996,184.366440,10928700
2020-03-13,200.449997,205.820007,190.000000,205.669998,198.954041,10292300
2020-03-16,181.970001,186.100006,163.110001,164.960007,159.573395,12536600
2020-03-17,168.210007,174.779999,155.300003,173.639999,167.969955,16234400
2020-03-18,159.800003,162.330002,140.630005,155.630005,150.548050,14681900
2020-03-19,153.160004,162.910004,142.000000,161.130005,155.868469,13499100
2020-03-20,162.779999,170.220001,151.809998,152.149994,147.181671,12602400
2020-03-23,150.059998,164.929993,146.339996,162.389999,157.087311,12241600
2020-03-24,173.389999,185.669998,172.009995,184.720001,178.688141,14676600
2020-03-25,184.419998,191.550003,180.000000,181.759995,175.824799,11497400
2020-03-26,183.490005,198.199997,182.500000,195.210007,188.835602,10170300
2020-03-27,188.490005,196.380005,186.500000,190.550003,184.327789,7121700
2020-03-30,190.570007,198.199997,187.610001,196.100006,189.696564,6936700
2020-03-31,194.800003,195.490005,185.449997,186.710007,180.613190,7335400
2020-04-01,175.910004,182.759995,175.000000,178.630005,172.797012,7858200
2020-04-02,174.949997,182.720001,174.000000,181.309998,175.389496,6353900
2020-04-03,179.559998,181.350006,174.940002,178.699997,172.864716,7299800
2020-04-06,188.000000,192.410004,185.130005,191.330002,185.082291,7454000
2020-04-07,202.919998,204.110001,191.850006,192.289993,186.010956,6438800
2020-04-08,194.210007,196.770004,191.539993,194.820007,188.458359,6094700
2020-04-09,199.800003,205.990005,196.500000,201.529999,194.949219,7125100
2020-04-13,200.449997,200.449997,195.369995,198.789993,192.298706,4415600
2020-04-14,201.880005,209.729996,200.130005,207.169998,200.405060,5655400
2020-04-15,198.669998,202.240005,196.610001,198.479996,191.998840,5693900
2020-04-16,199.119995,202.210007,196.820007,199.850006,193.324097,7262800
2020-04-17,207.169998,210.250000,206.160004,209.419998,202.581589,6717600
2020-04-20,206.130005,211.029999,205.360001,206.050003,199.321640,4753100
2020-04-21,200.750000,204.339996,199.509995,200.610001,194.059280,4845000
2020-04-22,201.889999,205.710007,201.139999,204.169998,197.503021,4067700
2020-04-23,203.320007,206.970001,202.190002,202.320007,195.713425,3565500
2020-04-24,204.729996,212.929993,203.850006,212.179993,205.251450,5025200
2020-04-27,215.039993,220.940002,214.009995,217.759995,210.649246,5472800
2020-04-28,223.990005,224.220001,216.910004,217.630005,210.523514,5080700
2020-04-29,221.339996,224.169998,219.820007,221.809998,214.567001,4381100
2020-04-30,216.789993,222.110001,216.520004,219.830002,212.651657,5152700
2020-05-01,216.770004,219.699997,215.770004,218.570007,211.432831,3819300
2020-05-04,216.679993,222.660004,215.210007,221.839996,214.596024,4090900
2020-05-05,224.940002,228.850006,223.610001,225.610001,218.242920,4655200
2020-05-06,227.369995,228.440002,223.800003,223.919998,216.608109,3321100
2020-05-07,226.509995,231.630005,226.419998,229.449997,221.957535,4501300
2020-05-08,232.699997,235.550003,231.149994,234.429993,226.774902,4365200
2020-05-11,231.770004,238.770004,231.250000,236.559998,228.835358,4378300
2020-05-12,238.570007,239.250000,232.899994,232.899994,225.294861,4399600
2020-05-13,233.039993,236.300003,228.539993,230.100006,222.586304,6237200
2020-05-14,226.369995,234.660004,226.199997,234.479996,226.823288,6434500
2020-05-15,232.789993,243.229996,232.699997,239.330002,231.514908,16176300
2020-05-18,245.839996,248.320007,244.039993,245.350006,237.338333,8314800
2020-05-19,240.449997,242.460007,237.800003,238.100006,230.325073,9387000
2020-05-20,242.000000,242.270004,234.949997,238.190002,230.412125,7534200
2020-05-21,237.619995,241.179993,235.789993,240.880005,233.014313,4772700
2020-05-22,240.699997,242.339996,238.660004,241.880005,233.981659,3041800
2020-05-26,248.149994,248.220001,242.070007,242.479996,234.562042,4535200
2020-05-27,242.690002,247.389999,240.779999,247.360001,239.282684,4664800
2020-05-28,249.520004,252.229996,244.429993,245.139999,237.135178,5259300
2020-05-29,245.059998,249.710007,244.729996,248.479996,240.366119,5341600
2020-06-01,249.410004,249.779999,245.869995,247.289993,239.214996,3407800
2020-06-02,248.630005,252.720001,247.000000,252.710007,244.458008,5301000
2020-06-03,251.800003,252.830002,250.389999,251.000000,244.253647,4638100
2020-06-04,249.770004,252.169998,247.470001,248.949997,242.258728,4759400
2020-06-05,252.339996,255.850006,250.380005,254.899994,248.048828,5054300
2020-06-08,252.490005,256.809998,252.259995,256.769989,249.868546,3811900
2020-06-09,255.330002,258.290009,253.860001,256.760010,249.858841,3716100
2020-06-10,257.450012,259.290009,254.220001,254.449997,247.610916,3589800
2020-06-11,248.860001,250.619995,238.740005,239.470001,233.033554,6563700
2020-06-12,243.070007,246.389999,237.050003,242.449997,235.933441,5238500
2020-06-15,237.619995,242.220001,234.309998,241.360001,234.872742,6250900
2020-06-16,249.399994,251.649994,242.869995,249.949997,243.231873,5291600
2020-06-17,252.770004,254.619995,250.080002,250.850006,244.107697,4234000
2020-06-18,249.360001,251.750000,247.130005,249.210007,242.511765,3347800
2020-06-19,253.100006,254.300003,246.380005,246.649994,240.020569,11114600
2020-06-22,245.699997,250.059998,245.509995,249.160004,242.463120,3815200
2020-06-23,253.000000,253.440002,250.130005,250.309998,243.582184,3105300
2020-06-24,247.809998,250.289993,242.729996,246.130005,239.514526,3873000
2020-06-25,244.800003,246.350006,242.199997,245.380005,238.784714,2938400
2020-06-26,245.350006,246.100006,240.250000,241.009995,234.532135,5002700
2020-06-29,242.660004,246.500000,240.339996,246.119995,239.504807,3468300
2020-06-30,247.000000,251.649994,246.089996,250.509995,243.776810,4524600
2020-07-01,249.649994,250.330002,246.929993,248.149994,241.480225,3677300
2020-07-02,251.940002,252.300003,247.919998,248.500000,241.820831,3369800
2020-07-06,250.270004,251.500000,247.039993,249.550003,242.842636,3133800
2020-07-07,247.369995,250.779999,247.070007,247.350006,240.701767,2927800
2020-07-08,247.869995,249.789993,246.220001,249.169998,242.472824,2294000
2020-07-09,249.660004,250.509995,246.350006,247.960007,241.295349,2994700
2020-07-10,248.289993,250.330002,246.639999,250.110001,243.387573,2745300
2020-07-13,251.919998,257.859985,249.089996,249.619995,242.910736,4437500
2020-07-14,249.000000,258.179993,248.460007,257.790009,250.861145,4614200
2020-07-15,260.140015,261.290009,255.149994,257.799988,250.870880,4343700
2020-07-16,256.760010,260.500000,256.000000,258.079987,251.143326,2511200
2020-07-17,260.029999,260.649994,257.720001,260.380005,253.381546,3091300
2020-07-20,259.040009,261.200012,258.019989,260.170013,253.177200,2451100
2020-07-21,261.619995,263.869995,260.720001,262.420013,255.366699,2439900
2020-07-22,262.589996,265.589996,262.000000,265.170013,258.042755,2750000
2020-07-23,267.799988,267.799988,261.799988,263.809998,256.719330,2680100
2020-07-24,265.040009,266.890015,262.989990,265.309998,258.179047,2984500
2020-07-27,265.089996,268.679993,265.089996,267.420013,260.232330,2412500
2020-07-28,268.559998,269.070007,264.670013,265.279999,258.149841,2227000
2020-07-29,264.799988,267.109985,264.170013,264.660004,257.546509,2874100
2020-07-30,263.339996,267.350006,261.549988,266.309998,259.152161,2347800
2020-07-31,265.000000,267.170013,260.609985,265.489990,258.354187,3640600
2020-08-03,266.730011,268.579987,265.670013,266.179993,259.025635,2363500
2020-08-04,266.630005,267.890015,263.839996,267.869995,260.670166,2224000
2020-08-05,268.390015,268.390015,265.890015,267.480011,260.290710,1959900
2020-08-06,266.600006,270.440002,266.529999,269.369995,262.129883,2203400
2020-08-07,270.609985,274.920013,269.809998,271.640015,264.338928,2846300
2020-08-10,272.420013,275.000000,271.799988,274.730011,267.345856,2393100
2020-08-11,277.690002,279.369995,274.410004,274.920013,267.530731,3321300
2020-08-12,279.750000,282.970001,276.959991,281.579987,274.011719,3867900
2020-08-13,281.160004,282.649994,279.739990,281.660004,274.089600,2202400
2020-08-14,281.140015,282.000000,279.190002,280.549988,273.009399,2490400
2020-08-17,284.399994,289.220001,283.570007,288.239990,280.492706,5584400
2020-08-18,288.899994,290.579987,283.040009,285.000000,277.339783,6934300
2020-08-19,287.459991,287.970001,281.929993,282.859985,275.257324,4986800
2020-08-20,280.540009,281.910004,279.440002,280.679993,273.135895,3530000
2020-08-21,279.970001,283.549988,278.420013,283.230011,275.617340,5519100
2020-08-24,284.989990,286.850006,281.920013,286.750000,279.042786,4430900
2020-08-25,287.269989,287.480011,283.890015,286.130005,278.439453,2854500
2020-08-26,287.730011,292.119995,286.269989,291.929993,284.083557,4001900
2020-08-27,292.220001,292.950012,286.559998,288.630005,280.872223,3430900
2020-08-28,288.309998,288.829987,284.769989,286.290009,278.595123,3100100
2020-08-31,285.000000,286.690002,282.869995,285.040009,277.378693,4105400
2020-09-01,284.029999,286.679993,283.500000,285.940002,278.254547,3235100
2020-09-02,284.850006,288.040009,283.600006,287.200012,280.954529,3464600
2020-09-03,287.299988,287.700012,272.170013,274.630005,268.657867,5380100
2020-09-04,275.549988,276.769989,264.670013,269.660004,263.795929,5253500
2020-09-08,267.109985,271.040009,262.809998,269.260010,263.404663,5241200
2020-09-09,272.459991,279.739990,271.750000,277.040009,271.015472,4754700
2020-09-10,278.010010,280.980011,271.170013,272.700012,266.769836,3156300
2020-09-11,273.980011,277.980011,273.459991,276.329987,270.320862,3729200
2020-09-14,278.549988,282.459991,278.019989,280.649994,274.546936,3055800
2020-09-15,283.040009,286.700012,282.380005,285.579987,279.369720,4174900
2020-09-16,285.609985,286.579987,280.679993,281.630005,275.505646,3379100
2020-09-17,277.910004,282.720001,276.959991,279.959991,273.871948,3166600
2020-09-18,278.410004,279.829987,270.809998,275.190002,269.205688,6072900
2020-09-21,271.869995,272.899994,266.529999,272.350006,266.427460,3548000
2020-09-22,271.679993,273.519989,270.630005,273.309998,267.366577,2972000
2020-09-23,275.420013,276.619995,264.690002,266.549988,260.753540,4467600
2020-09-24,265.709991,269.700012,263.880005,265.700012,259.922058,3095600
2020-09-25,264.190002,270.149994,263.920013,268.549988,262.710052,2457700
2020-09-28,271.929993,274.220001,270.299988,272.329987,266.407867,3061100
2020-09-29,273.399994,273.839996,271.109985,272.109985,266.192657,2048900
2020-09-30,273.480011,279.920013,272.519989,277.709991,271.670868,4778800
2020-10-01,279.440002,280.000000,275.850006,277.619995,271.582825,2696900
2020-10-02,274.940002,281.079987,274.100006,279.309998,273.236084,2943600
2020-10-05,280.920013,282.420013,279.700012,282.100006,275.965424,2330700
2020-10-06,282.500000,283.000000,275.769989,276.470001,270.457855,2992500
2020-10-07,280.850006,284.000000,280.000000,282.790009,276.640381,3423700
2020-10-08,283.839996,284.950012,281.170013,284.519989,278.332794,2256200
2020-10-09,285.470001,287.279999,284.089996,285.920013,279.702362,2240100
2020-10-12,287.390015,288.329987,286.059998,286.910004,280.670837,2411900
2020-10-13,285.700012,290.769989,285.700012,290.359985,284.045776,2699900
2020-10-14,289.510010,290.299988,285.149994,287.089996,280.846924,2221000
2020-10-15,284.119995,290.250000,283.119995,287.540009,281.287140,2699400
2020-10-16,288.250000,292.649994,287.250000,287.660004,281.404510,3108600
2020-10-19,289.760010,290.109985,283.380005,283.730011,277.559967,2428100
2020-10-20,285.140015,289.790009,284.130005,286.040009,279.819733,2281500
2020-10-21,285.390015,288.019989,283.279999,284.510010,278.322998,2304500
2020-10-22,283.929993,285.679993,280.649994,281.160004,275.045868,2787000
2020-10-23,282.380005,283.190002,279.549988,283.000000,276.845886,1750600
2020-10-26,279.640015,281.529999,272.000000,276.040009,270.037201,2911900
2020-10-27,276.989990,279.730011,276.119995,276.839996,270.819824,3014100
2020-10-28,270.250000,273.670013,268.690002,269.720001,263.854645,3255900
2020-10-29,269.690002,273.700012,267.309998,269.630005,263.766632,2872500
2020-10-30,268.820007,269.619995,262.029999,266.709991,260.910095,3872800
2020-11-02,270.149994,274.779999,268.519989,270.739990,264.852478,2956400
2020-11-03,274.850006,279.529999,273.720001,277.369995,271.338287,3037500
2020-11-04,276.760010,287.040009,276.010010,282.720001,276.571930,3525300
2020-11-05,288.350006,289.000000,284.079987,285.850006,279.633881,2516600
2020-11-06,286.730011,286.779999,282.850006,284.239990,278.058899,2839100
2020-11-09,287.980011,288.420013,269.470001,269.970001,264.099182,7856400
2020-11-10,272.790009,275.790009,269.250000,275.570007,269.577423,4828500
2020-11-11,277.320007,281.690002,276.170013,277.750000,271.710022,2987900
2020-11-12,283.000000,283.690002,273.839996,276.239990,270.232819,3818600
2020-11-13,276.420013,279.730011,275.260010,277.170013,271.142639,3939200
2020-11-16,279.179993,281.290009,276.399994,279.570007,273.490448,5360200
2020-11-17,272.100006,273.529999,269.399994,272.470001,266.544830,8532200
2020-11-18,270.500000,275.380005,269.000000,269.829987,263.962250,5122200
2020-11-19,270.420013,272.380005,268.700012,270.929993,265.038300,3929400
2020-11-20,271.450012,272.369995,268.869995,269.809998,263.942657,4111000
2020-11-23,270.010010,273.690002,269.549988,271.399994,265.498108,3294200
2020-11-24,274.000000,275.549988,272.570007,273.309998,267.366577,4773400
2020-11-25,273.480011,274.739990,271.209991,273.959991,268.002441,3001700
2020-11-27,275.239990,276.579987,274.359985,275.989990,269.988281,1625300
2020-11-30,275.220001,277.760010,271.920013,277.410004,271.377411,4624100
2020-12-01,278.730011,278.950012,275.549988,276.600006,270.585022,3942400
2020-12-02,273.970001,274.109985,269.570007,271.100006,266.650696,4168600
2020-12-03,270.630005,271.929993,267.140015,268.140015,263.739288,4168900
2020-12-04,267.470001,268.730011,262.820007,263.989990,259.657379,7732800
2020-12-07,263.500000,264.500000,261.000000,262.640015,258.329529,6379000
2020-12-08,261.720001,262.500000,258.730011,261.720001,257.424622,5338100
2020-12-09,264.609985,265.769989,262.250000,265.579987,261.221252,4550100
2020-12-10,264.079987,266.070007,262.109985,264.809998,260.463928,4234300
